ピザ2
160
0,0
30,0
70,0
110,0
160,0
190,0
240,0
270,0
320,0
360,0
390,0
430,0
470,0
520,0
560,0
590,0
0,40
30,40
70,30
110,30
150,30
190,30
240,40
270,40
310,30
360,40
390,30
440,30
480,30
510,30
550,40
590,30
0,70
40,80
80,70
120,80
160,70
200,70
230,70
270,70
320,70
350,80
390,80
430,80
470,80
510,80
550,80
590,70
0,110
40,120
70,110
120,120
160,120
190,110
230,120
280,110
320,110
350,110
400,110
440,110
480,120
510,120
550,110
600,110
0,160
40,150
70,150
120,150
160,160
190,160
240,150
270,160
310,150
360,150
400,160
430,150
470,150
520,150
560,150
590,150
0,200
30,200
70,190
120,200
160,200
200,200
230,190
280,200
310,200
360,200
390,200
440,190
480,190
520,200
560,190
590,190
0,240
30,240
80,230
120,240
160,230
200,240
240,240
280,230
310,240
350,240
390,240
440,240
470,230
510,230
560,240
600,240
0,270
40,270
80,270
120,270
150,280
190,280
240,270
270,270
310,270
360,280
400,280
440,280
470,270
510,270
560,280
590,270
0,310
40,310
70,310
120,320
160,310
200,320
230,320
270,320
310,310
350,310
390,310
440,310
470,310
520,320
560,320
600,310
0,360
30,350
80,350
110,350
160,360
190,360
230,360
270,350
310,350
360,360
390,360
430,360
480,350
510,360
550,350
600,350
1,16
0,2,17
1,3,18
2,4,19
3,5,20
4,6,21
5,7,22
6,8,23
7,9,24
8,10,25
9,11,26
10,12,27
11,13,28
12,14,29
13,15,30
14,31
0,17,32
1,16,18,33
2,17,19,34
3,18,20,35
4,19,21,36
5,20,22,37
6,21,23,38
7,22,24,39
8,23,25,40
9,24,26,41
10,25,27,42
11,26,28,43
12,27,29,44
13,28,30,45
14,29,31,46
15,30,47
16,33,48
17,32,34,49
18,33,35,50
19,34,36,51
20,35,37,52
21,36,38,53
22,37,39,54
23,38,40,55
24,39,41,56
25,40,42,57
26,41,43,58
27,42,44,59
28,43,45,60
29,44,46,61
30,45,47,62
31,46,63
32,49,64
33,48,50,65
34,49,51,66
35,50,52,67
36,51,53,68
37,52,54,69
38,53,55,70
