都会
160
0,0
30,0
80,0
120,0
150,0
190,0
240,0
270,0
320,0
350,0
390,0
430,0
480,0
520,0
560,0
590,0
0,40
40,40
70,30
120,40
150,30
190,40
240,40
270,40
320,30
350,30
390,40
430,30
470,40
510,40
560,40
600,30
0,70
30,70
80,70
110,70
160,70
190,70
230,80
280,70
310,80
350,70
390,80
430,70
480,70
520,70
550,80
600,80
0,120
30,110
70,120
120,110
150,120
190,110
230,110
280,120
310,120
350,110
390,110
440,120
480,120
520,110
560,120
600,120
0,150
40,160
80,160
120,160
160,160
190,160
240,150
270,160
310,160
350,160
390,160
440,160
470,150
520,160
560,150
590,150
0,190
40,190
80,200
110,190
160,200
190,190
230,190
280,190
310,200
360,190
390,190
440,190
470,200
510,200
550,190
590,200
0,230
30,240
80,240
110,240
160,240
200,240
240,240
270,240
310,230
350,240
400,230
430,230
480,230
510,240
560,240
590,230
0,270
40,280
70,280
120,270
160,280
190,270
230,280
280,280
320,270
350,270
390,270
430,280
470,270
510,270
560,280
590,270
0,320
40,310
80,310
110,310
150,310
190,310
230,320
270,320
320,320
360,310
390,310
430,310
470,320
510,320
550,310
590,320
0,350
30,360
70,350
110,350
160,360
190,360
230,360
270,350
310,360
360,350
400,350
430,360
480,360
510,350
550,350
590,360
1,16
0,2,17
1,3,18
2,4,19
3,5,20
4,6,21
5,7,22
6,8,23
7,9,24
8,10,25
9,11,26
10,12,27
11,13,28
12,14,29
13,15,30
14,31
0,17,32
1,16,18,33
2,17,19,34
3,18,20,35
4,19,21,36
5,20,22,37
6,21,23,38
7,22,24,39
8,23,25,40
9,24,26,41
10,25,27,42
11,26,28,43
12,27,29,44
13,28,30,45
14,29,31,46
15,30,47
16,33,48
17,32,34,49
18,33,35,50
19,34,36,51
20,35,37,52
21,36,38,53
22,37,39,54
23,38,40,55
24,39,41,56
25,40,42,57
26,41,43,58
27,42,44,59
28,43,45,60
29,44,46,61
30,45,47,62
31,46,63
32,49,64
33,48,50,65
34,49,51,66
35,50,52,67
36,51,53,68
37,52,54,69
38,53,55,70
39,54,56,71
