ブロッコリー
160
0,0
30,0
80,0
110,0
150,0
190,0
240,0
280,0
310,0
360,0
390,0
440,0
480,0
520,0
550,0
600,0
0,30
30,40
70,30
110,40
150,40
190,40
230,40
280,40
310,40
350,30
390,40
440,30
480,30
510,30
560,30
600,40
0,80
40,70
70,70
110,80
160,80
190,70
240,80
280,70
310,70
350,80
390,70
430,80
470,70
510,70
550,70
600,70
0,110
30,120
80,120
120,110
150,120
200,110
230,120
270,110
320,110
360,120
400,120
440,120
470,110
510,110
560,110
590,110
0,150
30,160
80,150
120,160
160,150
200,160
240,150
270,160
310,150
350,150
390,160
430,160
480,150
510,160
560,150
600,150
0,200
40,200
80,190
110,190
160,190
200,200
240,200
270,200
310,200
350,190
400,200
440,190
470,200
510,190
550,200
590,200
0,240
40,230
70,240
110,230
160,240
200,230
240,230
270,230
310,240
360,240
400,240
430,230
470,240
520,240
550,240
590,230
0,270
30,280
70,270
120,270
150,270
190,280
240,280
270,270
320,270
350,270
390,280
440,280
470,280
510,270
550,270
590,270
0,320
40,320
70,320
110,310
150,310
190,320
240,320
280,320
310,310
360,320
390,320
430,310
480,320
520,310
550,310
600,310
0,360
30,360
80,350
110,350
160,360
190,360
240,350
280,350
320,360
360,360
400,360
440,360
470,350
510,360
550,360
600,360
1,16
0,2,17
1,3,18
2,4,19
3,5,20
4,6,21
5,7,22
6,8,23
7,9,24
8,10,25
9,11,26
10,12,27
11,13,28
12,14,29
13,15,30
14,31
0,17,32
1,16,18,33
2,17,19,34
3,18,20,35
4,19,21,36
5,20,22,37
6,21,23,38
7,22,24,39
8,23,25,40
9,24,26,41
10,25,27,42
11,26,28,43
12,27,29,44
13,28,30,45
14,29,31,46
15,30,47
16,33,48
17,32,34,49
18,33,35,50
19,34,36,51
20,35,37,52
21,36,38,53
22,37,39,54
23,38,40,55
24,39,41,56
25,40,42,57
26,41,43,58
27,42,44,59
28,43,45,60
29,44,46,61
30,45,47,62
31,46,63
32,49,64
33,48,50,65
34,49,51,66
35,50,52,67
36,51,53,68
37,52,54,69
38,53,55,70
