3匹の狼
160
0,0
30,0
70,0
110,0
160,0
190,0
240,0
280,0
320,0
360,0
400,0
440,0
470,0
520,0
550,0
590,0
0,30
30,30
80,40
120,30
160,30
200,40
230,30
270,40
310,30
350,30
400,40
440,40
480,40
520,30
560,30
590,40
0,70
30,80
70,80
120,80
150,80
200,80
240,80
280,80
320,70
360,70
400,70
430,80
470,70
510,80
560,80
600,70
0,110
30,120
70,110
120,110
150,110
200,110
240,110
280,120
320,110
350,110
390,110
440,120
470,120
510,120
550,110
590,110
0,150
30,160
70,150
110,160
150,150
200,150
230,150
270,160
310,150
350,150
390,160
440,160
480,150
520,150
550,150
600,150
0,190
30,190
70,200
120,190
150,190
190,200
230,200
280,190
310,200
360,190
400,200
430,190
470,190
510,200
560,200
590,200
0,230
30,230
70,230
120,240
150,230
200,240
230,240
280,230
320,230
360,230
390,240
440,240
480,240
510,240
560,240
590,240
0,280
30,270
70,280
120,270
160,280
200,270
240,270
280,270
310,280
350,270
390,280
440,280
480,270
510,270
550,270
600,270
0,320
40,310
80,320
110,310
160,320
190,320
230,320
270,310
310,320
360,310
390,320
430,310
470,310
510,320
560,310
600,320
0,360
30,350
70,360
110,350
160,350
200,360
230,350
270,350
320,360
360,350
400,350
440,350
470,350
510,350
550,360
590,350
1,16
0,2,17
1,3,18
2,4,19
3,5,20
4,6,21
5,7,22
6,8,23
7,9,24
8,10,25
9,11,26
10,12,27
11,13,28
12,14,29
13,15,30
14,31
0,17,32
1,16,18,33
2,17,19,34
3,18,20,35
4,19,21,36
5,20,22,37
6,21,23,38
7,22,24,39
8,23,25,40
9,24,26,41
10,25,27,42
11,26,28,43
12,27,29,44
13,28,30,45
14,29,31,46
15,30,47
16,33,48
17,32,34,49
18,33,35,50
19,34,36,51
20,35,37,52
21,36,38,53
22,37,39,54
23,38,40,55
24,39,41,56
25,40,42,57
26,41,43,58
27,42,44,59
28,43,45,60
29,44,46,61
30,45,47,62
31,46,63
32,49,64
33,48,50,65
34,49,51,66
35,50,52,67
36,51,53,68
37,52,54,69
38,53,55,70
